id,tweet,label2,label
1891,got another $10 giveaway starting and dont forget to enter the $10 &amp; $25 which ends later today.. hope your all we,positive,2
1892,im stunned at how stupid the actually are! is social distancing ignored on thursdays then ,negative,0
1893,i just got result working with harry in the bon appetit test kitchen on quiz which one of my incredibly specific,neutral,1
1894,please ma am in osun state this lockdown is affecting hunger won kill me for here no amount is sma,positive,2
1895,what if ba dula kamoka during this lockdown???,neutral,1
1896,ethereum stablecoins rise amid global pandemic - defi rate - - stablecoin buzz ,neutral,1
1897,i believe by now because of the lock down many of us would have understood what we need to live a decent life and,positive,2
1898,"what would happen when , and combine together? check out the video down below to find out our answer to",neutral,1
1899,"i used to be a tachi long time ago, my appearance was kinda different...",neutral,1
19,"this ninja jus messaged me ive been in quarantine, my chest was tight, i couldnt breathe nigga what u telling me for call the police.",neutral,1
190,my parcel shipped out on th was delivered on th whats with this parcel its not even in sg  i need the cooky,neutral,1
1900,"its actually impossible to find anything that the government has got right about covid-19 - or anything else, for that matter!",neutral,1
1901,"panades, rubiols and crespells... to enjoy them all year round. at the moment we leave you a picture to",positive,2
1902,"returning to the office post-lockdown? not so fast, says workspace consultancy, calculating: * m uk",negative,0
1903,morning all a little bit of can come from simple things like little yellow flowers and in,positive,2
1904,coppers just stood there watching haha,positive,2
1905,i took out my labo vr blaster and realized the trigger stopped working due to one of the rubber bands inside snappi,positive,2
1906,im sorry! the matter of mask was too much and i had to do it with my oc belia,negative,0
1907,belgium reports new covid-19 deaths .120 group,neutral,1
1908,at work ..,neutral,1
1909,how can you announce a total lockdown in a state but keep on allowing friday congregational prayers . more like ,negative,0
191,the distinction being the majority of those other choices in life dont reliably incre,negative,0
1910,*until theres a vaccine,neutral,1
1911,so after lockdown its business as usual.,neutral,1
1912,you couldnt make this shit up ,negative,0
1913,hey please come to chinatown!,positive,2
1914,"dating a married couple in quarantine is really hard. but sometimes, its really fucking cute.",positive,2
1915,"the phrase collective responsibility is everywhere these days, so i wrote something small for the illustr",neutral,1
1916,the prayer in congregation is twenty seven times superior to the prayer offered by person alone [bukhari] congrega,positive,2
1917,"countries in closing down their economies almost overnight to fight , the stra",negative,0
1918,its happening for you not to you.,neutral,1
1919,"our volunteer team by , has been distributing food to migrant and construction labours",positive,2
192,"sounds like the side effects of covid-19, not a medication that saves millions of lives every year.",positive,2
1920,integrity in leadership is key. pf has failed o,negative,0
1921,this simply cannot be sensible if the mission is to reduce drastically the number of people in the uk with undiagno,negative,0
1922,"no he isnt you numpty, its a cabinet decision. having said that, i agree that the lockdown will probabl",negative,0
1923,can we please keep religion out of this crisis! this wretched coronavirus doesnt care what religion you belong t,negative,0
1924,delhi: shaheen bagh sealed off after being listed as a containment zone for coronavirus,neutral,1
1925,beijing &amp; shanghai havent had the virus next door to wuhan but my friend has died from it in stockport england??,neutral,1
1926,"all we see, know and hear about covid-19 is always seen from the nigerian perspective. today at pm, we will be hos",neutral,1
1927,best dog clippers to save money and coat smooth of,positive,2
1928,"working from home doesnt mean your employers responsibilities change. martha, equality rep, elai",positive,2
1929,a plan delivers a strategy. strategy = herd imm via two plans . managed transm that splits the populati,negative,0
193,headlines around the world say the u.s. has the problem with coronavirus deaths but the data says otherwise,negative,0
1930,weve teamed up with &amp; local community partners to fight digital exclusion &amp; support disadvantaged families,negative,0
1931,a straight message from any angry american about ending the lockdown by . watch it: many ...uking i,negative,0
1932,he clearly said show me the nigerian rapper this is not about beef,neutral,1
1933,lakhs residents of indore to be screened.. this is big..!! much needed thing after a huge increase in corona p,positive,2
1934,"im not so afraid of the virus, im much more afraid of the inner demons of humanity coming out, people reacting t",negative,0
1935,"yeah, no shit. when bernie won nevada, they msnbc compared it to the nazi invasion of france. they had",negative,0
1936,wtf???? if that was middlesbrough wed be slagged off big time! social distancing at its best,negative,0
1937,at least the crabs are social distancing ,neutral,1
1938,i am going to call your bluff on the cash transfers to the elderly &amp; the poor! the b +8b must be,negative,0
1939,after lockdown ,neutral,1
194,can enable pharmaceutical companies accelerate drug discovery process by analysing massive volume of veritable,neutral,1
1940,this is so accurate... lol ,positive,2
1941,news came to my attention as odisha people who are suffering lack of food &amp; essentials in andhra pradesh due to,negative,0
1942,thank you for sharing lessons from the crisis to our and offering prac,negative,0
1943,the need to feed gods people continues to increase daily. you can help us feed a family for a week by making your,neutral,1
1944,hey covid! hey covid! were gonna beat the hell outta you. rammer jammer potus with the hammer get that damn virus,positive,2
1945,has provided testing kits to sindh government.,neutral,1
1946,"hi this is castle j from mcnd, he did it to win",neutral,1
1947,hi this is eunha from gfriend! i would literally cry if im even told to eat while riding a roller,negative,0
1948,second coming: wuhans covid-19 death toll up by per cent,neutral,1
1949,china is not allowing us companies to ship millions of surgical masks and coronavirus test kits back to the states,neutral,1
195,question: who are some of the public faces of the response? who has had fan accounts made for them a,negative,0
1950,imma need for yall to wash yall hands even after this shit over.,negative,0
1951,"matt hancock. frontline staff crying out for ppe. what does the government do? spend time, money and resources prod",negative,0
1952,fauci: diseases like coronavirus dont just disappear,positive,2
1953,"in line with pm jis efforts to ensure uninterrupted supply of essential food items to the citizen, a",positive,2
1954,"hidden numbers get discovered and corrected in us is perfectly normal to you, in china it",negative,0
1955,. has joined several other celebrities that have made huge contributions towards the fight against covid-19.,negative,0
1956,"at the moment, there is no information on when the feature will be released on s official version.",neutral,1
1957,too much boyfriend contents for todays vlog i am: whippedt,neutral,1
1958,"i usually stand at the front of my house to applaud (safe distance from neighbours either side, &amp; ",positive,2
1959,"covid-19 in malaysia ... numbers at a glance as of th april , pm ",negative,0
196,"two more emotional moments today. went to store which is so different now. masks, little talking, in &amp; out. saw tru",negative,0
1960,a businessman in west cavan that wishes to remain anonymous donated a large quantity of ppe to a local member of si,neutral,1
1961,dont under estimates covid-19. jepun pun dah lockdown semula kena second wave.,neutral,1
1962,due to healthy food habits we indians have good immunity and corona cant damage much to us as other countries.,positive,2
1963,i have signed the petition calling for a public inquiry into the uks response to the coronavirus outbreak.sign her,neutral,1
1964,"here in my seaside town, with no tourists, or chips to steal, we are wondering what is going to happen to the seagu",negative,0
1965,"this -year-old world war ii veteran set out to raise £1,000 for the battle against the coronavirus  hes now top",negative,0
1966,pls bole ga aku request shades of cool :) happens to be my fav also!!,positive,2
1967,by following garu instructions to serve nation. we are preparing home made - for dis,negative,0
1968,it is absurd. the who identify criteria for exiting lockdown. border control is one. widespread community,neutral,1
1969,this was after the fire outbreak,neutral,1
197,these things happen all the time,neutral,1
1970,todays article in uk economy is losing £2billion every day. the coronavirus lockdown has already wi,negative,0
1971,well hello uploading on,positive,2
1972,"renters will now be forced to prove they cant pay rent during coronavirus restrictions, minister says - abc news",neutral,1
1973,"to protect the safety of our customers and staff during the coronavirus outbreak, we will only be carrying out esse",positive,2
1974,"maharashtra: migrant labourers cycling, walking on foot in nagpur towards their homes in satna district of madhya p",negative,0
1975,india tv played a -year-old video of an islamic preacher to falsely claim that he instigated members of tablighi j,neutral,1
1976,this cant be serious? these morons are the reason were in lockdown for a minimum of more weeks,negative,0
1977,getting absolutely hammered and drag racing with my homies in support of healthcare workers.,positive,2
1978,a gap in quarantine processes meant airline passengers potentially infected with coronavirus were able to fan out a,negative,0
1979,major peshawar mosques ignore precautions during friday congregations follow our updates on here:,negative,0
198,this will be a repeat of wisconsin.... gop governor claims coronavirus not a valid reason to vote by mail,neutral,1
1980,how andhra pradesh is leading the battle against more tests with rapid testing kits from south korea,neutral,1
1981,are you finding it difficult or easy to access arvs during lockdown in your country? has,neutral,1
1982,no evidence of covid-19 spreading through mail or parcels: who,neutral,1
1983,crazy how the corona virus is lowkey helping crime and pollution by keeping everyone inside,negative,0
1984,"careful out there guys , dont let people try the times are tough to get you to work for free /low ball offers. t",negative,0
1985,have you found any unique or useful ways to encourage your children to read during lockdown? weve shared some of o,positive,2
1986,"delay: the game available after the quarantine is lifted, therefore no time to play anything.",neutral,1
1987,giveaway day-11/19 next give way on steam is doom eternal! like this post retweet follow my twitter ⏺tag a,positive,2
1988,some businesses have received rates bills this week who will get full relief under the new scheme. wil,positive,2
1989,update: coronavirus () people who are clinically extremely vulnerable from coronavirus () should,negative,0
199,cdc director says us should brace for second wave of coronavirus to hit next year,neutral,1
1990,"to prevent the spread of covid-19: clean your hands often. use soap and water, or an",neutral,1
1991,. if land is owned by white people? . if spaza shops by somalians and pakistans? . hillbrow and sunnyside owne,neutral,1
1992,"its time the who have these boutique shows, to and stop giving medical advice! a real docto",negative,0
1993,meghan speaks with women at hub community kitchen via video conferencing for evening standard covid-19 appeal to fe,negative,0
1994,yes i can share to people lost job after corona outbreak paypal : johnramirezke1.com,positive,2
1995,ap government lakh corona testing kits from south korea in an effort to ramp up testing in the state.,neutral,1
1996,make those numbers doubles even triples if they are given by iran or china officials,negative,0
1997,japan earmarks ¥243.5 billion of its economic support package to help manufacturers shift production out of china,positive,2
1998,classes from hokkaidos return to virus lockdown,neutral,1
1999,"this h pylori can be gotten from contaminated water, utensils and even from the saliva of infected persons. careful",positive,2
2,speakin japanese: covid-19 useful phrases | stripes japan,positive,2
20,paul revere and the raiders - steppin out (with lyrics) - hd via paul revere steppen out,neutral,1
200,do you understand the chemistry? the disease removes the oxygen from your red blood cells a,positive,2
2000,join and in support of courageous chinese citizens who risk their life and liberty fo,negative,0
2001,food distribution at bhit shah island and shams island by baitussalam welfare trust. april ,positive,2
2002,"oregon is also just getting by: ,163 beds and ventilators available, patients with confirmed or possible",neutral,1
2003,the young slovak ignored the quarantine and ended up in prison,negative,0
2004,"if you are itching to do something to help others while you are stuck at home, here are six things you can do to he",neutral,1
2005,the entire us undergoes a mandatory lockdown a massive increase of indoor deaths follows a sudden spike of haunte,positive,2
2006,they were released to schools just before we went for lockdown.,neutral,1
2007,"banks, through the country r not following roster system as instructed by in order to prevent any mis-ha",positive,2
2008,"flights coming in daily. tubes are packed. hospitals are empty. yet, the media and government are brainwashing the",positive,2
2009,harry and meghans priority rn during the covid crisis seems to be feeding the hungry and vulnerable. all abt food,negative,0
201,the turned the lights on top of city hall blue tonight in solidarity &amp; support for arizonas frontlin,positive,2
2010,: well my job here is done ! *drapes herself in her cape* *flies to new adventures*,positive,2
2011,excellent economist article on the effect of on remittances to africa,positive,2
2012,"what thee hello! how we know that she, along wit swamp, did",negative,0
2013,the department of foreign affairs said there are now confirmed cases of covid-19 among overseas filipinos acros,neutral,1
2014,our bus drivers are amongst the thousands of key workers making sure that we are all safe during the p,positive,2
2015,sometimes the bad things that happen in our lives put us directly in the path of the best things that will ever happen to us.,neutral,1
2016,weve heard unconfirmed reports of withdean stadium car park near the a23 at being turned into a covid te,neutral,1
2017,do you know that just be with your family in this lockdown.,neutral,1
2018,the reaction of americans with common sense when they heard dr. phil and dr. ozs comments about the coronavirus on,neutral,1
2019,yall really be mobbing ateez in the middle of a pandemic...,neutral,1
202,can vacuum bag masks be washed for reuse?,neutral,1
2020,. democrat governors are blocking access to the covid-19 life-saving drug those of us in liberal,negative,0
2021,oh god i hate when nigerian rappers argue about who is best. wallah we dont even listen to your music like that stfu,negative,0
2022,e universe album giveaway ph only how to join? retweet and like reply winner will be,positive,2
2023,you cant complain about extending the with this kind of stupidity! people are dying. workers are dying,neutral,1
2024,the scottish police federation is refusing to endorse ppe on the basis that the primary aim of [this type of] surg,negative,0
2025,coronavirus is killing people in islingtons care homes. the government needs to act now to protect the most vulner,negative,0
2026,china was not lying to say the virus was delivered to the lab by a us army guy. t,positive,2
2027,lifelong friends break down coronavirus in childrens book learn more,neutral,1
2028,why not make it? uk minister: there is no magic wand to get more covid-19 equipment,neutral,1
2029,never forget the left msm has attempted to cover for wreckless and malicious democrat politicians actions d,positive,2
203,taking pics after doing a face mask again,neutral,1
2030,"idc what dr oz, dr drew or what dr phil gets paid millions to say i take my clues from dr pepper dr no and dr dolittle",neutral,1
2031,"what have we learnt so far is, if you give the general public an inch, theyll literally take a mile. let",negative,0
2032,women volunteers sealed their residential area to fight well done women brigade of chatha,negative,0
2033,everyday that goes by where these racists uncovered in the report are not eelled is days we are tolerating racist,neutral,1
2034,wants to end the national quarantine for economic &amp; political reasons. t,negative,0
2035,where the f*ck is the social distancing? using media manipulation to change peoples behaviour (ie collective clapp,positive,2
2036,watch live: first minister holds a press conference on coronavirus ().,neutral,1
2037,the government wouldnt have to force face masks if people would just wear them on their own. this is ridiculous an,negative,0
2038,"this was plan-demic long ass time a go as all wars were, check out this georgia guide stones this will elain",negative,0
2039,i live in korea (also a capitalist country) where we have been social distancing since february and n,positive,2
204,why we are fearing of corona then?,negative,0
2040,p r e g n a n c y  ive been planning and trying to blog about where ive been and whats been happening with my,negative,0
2041,"you should do some research! flu, terrorism &amp; accidents killed more people than corona virus deaths! all",negative,0
2042,aunties happy friday poll: there seems to be a great division between certain doctors regarding whic,positive,2
2043,lovely message from poland thanking india for the contribution to prevent spread of global pandemic. polis,negative,0
2044,m files four lawsuits in the past week against alleged price-gougers seeking to sell the companys respirator mask,neutral,1
2045,"coronavirus outbreak: dd, air broadcast virtual classes to help students continue remote learning",neutral,1
2046,belarus crowdfunds to fight coronavirus as dictator lukashenko denies it exists calling it a psychosis. no one in,negative,0
2047,what a wonderful pop of colour along the cobbled streets of ! ig/stephenwardlaw,positive,2
2048,coronavirus: whistleblowers remain missing after eing wuhan outbreaks true scale sou,neutral,1
2049,"the us gives who 7% of its total funds, of which only 3% is used to prevent epidemics like corona.",positive,2
205,watch: sean penn elains how his non-profit partnered with local government to bring free coronavirus testing to l,positive,2
2050,*corona itself telling us to take precaution* *c - clean your hands* *o - off from gatherings* *r - raise your i,neutral,1
2051,these rascals speaking truth for the first time... its getting too obvious now... in every country they are faking,positive,2
2052,modi govt waiting for chinese testing kits to arrive for our war against covid19. oh! one minute one minute what,negative,0
2053,"the thing is that,this lockdown wont end this month",neutral,1
2054,fantastic den building happening in glasgow!,positive,2
2055,"you wont believe what just happened. no, im not pregnant, i got windscribe and its awesome. ",positive,2
2056, ans :- take ,neutral,1
2057,"every friday, muslim leaders postpone the lock down, hold prayers and then continue lock down after. i am here to t",positive,2
2058,we got this parents!!! youre doing great! ,positive,2
2059,"ive condemned this one i wanted to change it after lockdown, now i dont know how since the battery health is now shit.",negative,0
206,how to keep you and your family safe from coronavirus,positive,2
2060,"the issue isnt migrant workers, the issue is a company taking on immigrants during a pandemic when there are over",positive,2
2061,"the national museum of ghana is in the ghanaian capital,accra. it is the largest and oldest of the six museums unde",neutral,1
2062,vulnerable people locked inside hours a day with no access to adequate healthcare or visits from family while th,negative,0
2063,so sad to learn of the death of mandeep singh chitte. hed been a huge support to me. my thoughts are,neutral,1
2064,"ive lost lbs, my skin is clearing up, ive never eaten or slept better. this *just might* be me coming out of qua",neutral,1
2065, article: and blackpinks yg siblings gd &amp; lisa have proven their strong popularity on the,positive,2
2066,new covid19 cases reported in the state from pm yesterday to pm today; the total number of positive cases in t,neutral,1
2067,sweden has a population of about million. but lets keep an eye on what happens.,neutral,1
2068,is what happens when you park a ferry over the plug hole.,neutral,1
2069,"the virus that causes covid-19 has also been detected in stool, which reinforces the importance of hand washing aft",neutral,1
207,everything happens for a reason but damn this shit hurts,negative,0
2070,jaehyunie is so playful! taeyongie is so whipped,positive,2
2071,quarantine made me realize i dont want to be with anyone but you,neutral,1
2072,"did you know that the farming help charities can help you make a contingency plan? this is in case you, your family",positive,2
2073,covid-19 has highlighted how important certain careers are from nurses to grocery workers. id like to highlight an,positive,2
2074,"happy th birthday, earth day! as we practice this spring, can , and to",positive,2
2075,instacart moves forward with pharmacy partnership at costco,neutral,1
2076,"especially bc just the other day akitoshi, my favourite mapper, followed me. it felt like a dream.",positive,2
2077,"nairobbery: everytime theres news of a foreign shipment of donated covid equipment from china, theres a simultane",negative,0
2078,"once he turns things around after this crazy pandemic,",neutral,1
2079,"springer nature is making a number of its textbooks across subject areas, available to download for free during the",negative,0
208,ive been struggling with my content ever since i tried coming back in february. this whole quarantine thing (cont),negative,0
2080,sound memo stay home,neutral,1
2081,other random chat snippets but will have member chatlog from todays vlive later lip: i dont like ha,neutral,1
2082,a lot of people have been questioning their friendships and it just aint it. theyre not your friends. i still can,negative,0
2083,ignorance is cornonavirus biggest ally. lets beat it to defeat the virtual spread of the virus.,negative,0
2084,dont miss out next weeks free wellbeing webinars for and professionals! get your tickets h,positive,2
2085,"the harvard project found in its study, released this week, that covid-19 will affect million jobs in tribal go",neutral,1
2086,you will be arrested and jailed for misleading the nation.,neutral,1
2087,"love it or hate it, we need chinas economic recovery to make the world economy great again.",negative,0
2088,"happening today: nationwide protests against smithfield amid outbreaks, eés and felony prosecutions",neutral,1
2089,sent u a dm!,positive,2
209,i called it in january. i never trusted the chicoms.,neutral,1
2090,oooh boy.. this is bad i keep reading that the tests for are not accurate its almost like a -50 sho,neutral,1
2091,"genius summary again from nick nason, if ithe judgment werent so tragic and kafaesque. another deportation appeal",negative,0
2092,"if you or someone you know is in lock down together with an abuser, you can contact one the organizations below for",negative,0
2093,"quarantine day : there are so, so, so many dishes. they just keep appearing. how do i make it stop?",neutral,1
2094,the lockdown has affected some peoples brains you just woke up and said neymar is as good as messi and ronaldo,positive,2
2095,the govt fixed a price cap of rs for test. the karnataka govt has capped the same test now at rs ,neutral,1
2096,"happy friday! my favorite day!!!  lets start off with my favorite video from my favorite president, djt. h",neutral,1
2097,lockdown is extended for the foreseeable so its back into the obscure archives for another lockdown mix... includ,positive,2
2098,yes thats why their government stopped the ert of raw materials,neutral,1
2099,portlands memorial day parade canceled due to coronavirus outbreak:,neutral,1
21,may want to start selling ur china investment unfortunately now is not a good time ... nor later,neutral,1
210,"you do a job that is undervalued but vital. pay is low after years of pitiful, below inflation rises. you are now o",negative,0
2100,i think china is hiding something. maybe too many people died. whos with me,neutral,1
2101,how do you keep people at home when theres no stay-at-home order? my story on how little rock mayor ,positive,2
2102,you liked the show hopefully you will like the album ,positive,2
2103,krobo girls ready for puberty rite. krobos are people from the eastern region of ghana. they are well known for mak,positive,2
2104,noam chomsky says trumps move to defund the who for supposed insidious relations with china is typical behavior,negative,0
2105,are you advising any on how to address the increase in out of town p,neutral,1
2106,we will be starting a column on magazine specifically for china e-commerce. tons of hands-o,neutral,1
2107,yeah make sure you cut your electricity for sure. they are actually pretty easy. black wire to black w,neutral,1
2108,real reporting. it wasnt until jan -china said human to human perhaps? trump shut down,positive,2
2109,the reason he was taken to chequers has absolutely no bearing on his state of health and fo,neutral,1
211,"covid-19: actor salman khan condemns attacks on doctors, police personnel ",negative,0
2110,new york: take away the guns of citizens. force citizens to stay at home release convicts into the population,negative,0
2111,during lockdown i do workout everyday. tagged,neutral,1
2112,check out these before and after photos of this mold job!,neutral,1
2113,via family of new york woman blames hydroxychloroquine combo for fatal heart attack,negative,0
2114,disinfection tunnel prepared by indo-tibetan border police (itbp).,neutral,1
2115,conditions are ripe for major labor unrestand its happening:,neutral,1
2116,you knew it was a big job when she appeared ,neutral,1
2117,field team in doing an awareness program for at kishanganj take point in . they also,neutral,1
2118,the forgotten americans in the pandemic: the millions without clean water,neutral,1
2119,so banning travel to and from china was doing nothing? wasnt it pelosi who said in late february that,negative,0
212,"covid-17 exists. so, you wit lost something when science was applied.",neutral,1
2120,can you point me to a link please to the uks stats tha,neutral,1
2121,"chronology samajhiye: bjp topples congress government in mp on march rd bjp celebrates in full throttle, no",neutral,1
2122,"one new covid-19 case in kerala, recovered. total cases, recovered.",neutral,1
2123,fox fires for making a comment about democrats. yet tells the rnc,positive,2
2124,"ा_मालिक_एक when kabir ji was descending down from satelok, the divine light of his body appeared to ashtanand j",positive,2
2125,throat sanitizer.,neutral,1
2126,"they say one symptom of covid-19 is loss of taste. so if you dont like carrie underwood, you might need to seek medical attention.",negative,0
2127,"so whos the best rapper in africa now ? retweet for dremo like for ycee lets settle this, no time.",positive,2
2128,ive done everything and i still have hrs to go today. help!!!,positive,2
2129,"just in: us coronavirus deaths hits record one-day total of ,591",neutral,1
213,*vibrating intensely* nothing is happening,neutral,1
2130,you dont know where chinatown is how can you be president when you dont know where you are at,neutral,1
2131,ensure that masks are readily available for citizens to purchase and mandate that everyone wears them when in publi,positive,2
2132,"given that you appear to be indoors and alone, it looks like something you could recreate now think of",positive,2
2133,"outside pharmaceutical, biotech sales, upper gi, ct - stamford, ct",neutral,1
2134,muppets in fairness,neutral,1
2135,"old fadama demolition untimely, insensitive - amnesty international ghana -",neutral,1
2136,amazing. russian olympic swimmer yulia efimova doesnt have a proper pool to practice in during lockdown. so she do,positive,2
2137,join my live stream at h this saturday.this time we raising funds to assist save a business. if you have a small,positive,2
2138,"only positive case reported in kerala today,10 more people have recovered. as of now, there are acti",positive,2
2139,final left side | like: won the ecac championship in their first-ever appearance with a -2 ot,positive,2
214,bill gates is a criminal trying to make profits from a pandemic. arrest him and put him in jail!,positive,2
2140,we want to make sure that all our health care professionals have the personal protection equipment needed to do th,positive,2
2141,"on a scale of (i dont miss you) to (sending an instant money voucher), how much do you miss your loved ones?",positive,2
2142,tablighi jamaat is the biggest reason why today india has many cases of coronavirus. whats wrong in,neutral,1
2143,"tokyo coronavirus support center for foreign residents(tocos)0120-296-004 (toll free) today, we launched tocos a",positive,2
2144,"were going to give commentary for the original theatrical version. tell stories from our time making the film, and",positive,2
2145,recipients of this nairobi politicians covid-19 care packages might find that they include alcohol. he justified t,positive,2
2146,yogi govts decision of universalisation of pds will help the needy to fight corona crisis. it will ensure food sec,negative,0
2147,amazon has welcomed tens of thousands of people temporarily out of work due to covid-19. get to know a few of them.,positive,2
2148,"exclusive: dr. rashid buttar blasts gates, fauci, ees fake pandemic numbers as economy collaps",negative,0
2149,twitter critics bake steven mnuchin over his let them eat cake attitude on coronavirus aid,positive,2
215,well.. back to the hard graft monday....,positive,2
2150,apple and googles joint announcement of bluetooth tools for contact-tracing covid-19 has faced lots of criticism f,negative,0
2151,"if i was asked to make a tomato sauce with a celeb chef during lockdown, i dont think i could passata the chance",neutral,1
2152,"uk covid-19 testing eanded to police, fire service and judiciary relatively soon ? re",positive,2
2153,"florence really said rae can have a little euphoria during quarantine, as a treat",positive,2
2154,i get concerned when it appears that emotion or free-flowing tears are equated with the presence of the spirit. cer,negative,0
2155,"its true, crna sucks quarantine with cathy! ",negative,0
2156,coronavirus: wave of us anti-lockdown protests call for lifting of restrictions,neutral,1
2157,"tablighi jamaat becomes the singular source the name of the jamaat is missing from govt. files, police samples, me",neutral,1
2158,many people are dealing with intense stressors during the . many are trapped with homophob,neutral,1
2159,"and embassy of switzerland in kosovo (sdc) signed a cost-sharing agreement in the amount of eur430,000",neutral,1
216,"for brazils indigenous communities, pandemic revives memories of earlier plagues",neutral,1
2160,hundreds of face-to-face interviews have been conducted by the in uganda. at this time when they,neutral,1
2161,why is covid-19 impacting people of color at higher rates? on top of living in areas w/limited access to health ins,negative,0
2162,"after all, music could be a nice escape from reality and a big de-stressor in challenging times like these. let thi",positive,2
2163,another three weeks catch me on tour,neutral,1
2164,that looks like n95 mask. not required for . as per government of indias guidelines. but ,positive,2
2165,"have u been to china? if no, u r not qualified to say that.",neutral,1
2166,tomorrow during your ! play and win the newly released mimosa night shade summoner . fol,neutral,1
2167,"whatever happens, happens",neutral,1
2168,. today the citizens initiative was at gwanda hospital where we left ppes and supplies worth us$3k. our hospitals,neutral,1
2169,laura ingraham has unlicensed psychologist give terrible analysis on the covid-19 shutdown,negative,0
217,im about to start leaving my address in the rest stop mens stall and hope random truckers stop by,positive,2
2170,martiza and her coworkers are doing their part with good social distancing as they harvest strawberries in monterey,positive,2
2171,our of the day bear,neutral,1
2172,..10% of cas workers are in the country illegally..paid..$2.5 billion in..taxes last year...many do jobs official,neutral,1
2173,this is one of my favourite songs that we do together as a band and a very personal song to me. i hope you like thi,positive,2
2174,this time around they cant loot and plunder from corona fund like the way this guy did from earthquake victims,negative,0
2175,all night long the dog and i feel its weight ... snow-shrouded silence ,neutral,1
2176,china has been a problem for a long time. they flout international rules and norms. under the liberal government ca,negative,0
2177,"these police, most are trainees and low-ranking, are at the frontlines. they are eed to the community and may c",negative,0
2178,"idk why some of yall are terrified of having children me n my kid are wrapped in fuzzy blankets, eating reeses pu",negative,0
2179,i am challenging everyone to post a photo youve taken from a place youve been. the only thing is that you not app,negative,0
218,guatemalas health minister says migrants deported back to guatemala from the u.s. now account for a large number o,positive,2
2180,tottenhams harry kane sends message of support to -year-old war veteran who has raised over £18m for nhs in the,negative,0
2181,vaccine toxin? zero trust.,positive,2
2182,how can artificial intelligence help healthcare? via,positive,2
2183,"during this time of crisis, we would like to take a moment to appreciate our lgbtqi+ family on the frontline of fig",negative,0
2184,"excellent, sir. thanks for the smile.",positive,2
2185,quarantine got me looking at random holes like:,positive,2
2186,"hes a russian agent too, right? and the wuhan virus didnt start in the lab, right? fuck you people are gullible.",negative,0
2187,dr. anthony fauci corrected fox news laura ingraham after she tried to compare hiv to the coronavirus.,neutral,1
2188,your ch**tya illiterate jamatis and infected muzlims who came from gulf countries deli,neutral,1
2189,this covid19 sht so crazy ion even be knowing which day of the week it is smh,neutral,1
219,the tap water we get in male from is perfectly fine to drink. its healthy and clean. please consid,positive,2
2190,heres the video deleted by nancy pelosi that ees her as the queen of hypocrites. shes in the pr,negative,0
2191,how does his boot taste? is it lemon flavored? why do you,neutral,1
2192,"i despise and i know hes a criminal. however, lets give credit where due. black",negative,0
2193,happening soon! show of the almost-weekend live!! pm bst (uk time!) hit that bell and join us in minutes(ish!),positive,2
2194,my villagers making my quarantine bday better,neutral,1
2195,day of broadbean data insights and today were looking at the top job titles being posted by average salary b,neutral,1
2196,me on my way to the first party after quarantine,neutral,1
2197,wana amel eh by hesham abbas &amp; alia on,neutral,1
2198,i think its going to snow until they find a vaccine,negative,0
2199,gathering data for an evidenced - based research study.... will you get the covid vaccine when available? do you,positive,2
22,apple and google have an ambitious plan to help officials track coronavirus  heres what needs to happen now,neutral,1
220,"excited to share the latest addition to my shop: lil peep, merch, stickers, square, laptop, skateboard, ",positive,2
2200,beautiful spring pink flowers peach garden floral cloth face mask via,positive,2
2201,thread worth reading.,neutral,1
2202,they sent me the wrong color shoe in the right box (not sure how that happens) and,negative,0
2203,and the global governance in post-covid-19 era,neutral,1
2204,"new: uk reported its largest number of new coronavirus cases in days. testing is also up, record number of ,94",negative,0
2205,reintegration into society will be tough for my partner and i because the layers on our quarantine inside jokes are just ///////////,neutral,1
2206,"new covid19 positive cases, deaths reported in mumbai today; the total number of positive cases in mumbai is ",neutral,1
2207,"whilst our major focus has inevitably been very pressing priorities responding to the pandemic, it",positive,2
2208,may be for the time being but you can still buy the work of our resident makers - you can s,positive,2
2209,we cant go out without a good reason but the party atmosphere on westminster bridge last night was crazy. flights,negative,0
221,"legendary entertainment has appointed sirena liu ceo of legendary east, the studios china-based division",neutral,1
2210,": as nation is still under , revised guidelines allow certain activities t",neutral,1
2211,how to test everyone for the coronavirus | mit technology review -,neutral,1
2212,since lockdown here weve paid out £35.6m to our grantees and £1.3 to our suppliers. well done and,positive,2
2213,im peggy and im interested in fossil phylogenetics and mammalian evolution! specifically working w,neutral,1
2214,wow. i had no clue that sars just disappeared.,positive,2
2215,keep your southern covids lol,positive,2
2216,"so just to be clear, you all made unnecessary jou",neutral,1
2217,looking for something to read over the weekend? click on the link below to read on parental perceptions and parenta,neutral,1
2218,ooooo thats a good guess tbh! it might actually happen,positive,2
2219,"partner phil lookadoo, counsel brian sung, and associate kim mai authored a client alert highlighting key considera",neutral,1
222,the first widespread theory was sars-cov-2 was biowarfare gone wrong. the origin of this theory can be sourced to t,negative,0
2220,we can clearly see the progress made by the chinese government this time. it takes courage and integrity,neutral,1
2221,horticultural specialists aka fruit pickers specially flown km to dublin for in the middle of,negative,0
2222,"death toll due to covid-19 rises to in country; cases climb to ,835: health ministry",neutral,1
